Order ID,Subcategory,Region,Sales
US-2017-142573,Chairs,West,161.568
US-2017-150070,Chairs,West,161.568
CA-2016-118899,Chairs,West,167.888
CA-2015-161627,Chairs,West,170.352
CA-2017-123085,Chairs,West,170.352
US-2017-142188,Chairs,West,177.568
US-2017-163300,Chairs,West,184.752
CA-2015-102316,Chairs,West,184.752
CA-2016-159009,Chairs,West,184.752
CA-2015-102848,Chairs,West,190.72
CA-2015-132486,Chairs,West,191.968
CA-2015-135727,Chairs,West,191.968
CA-2016-163594,Chairs,West,194.352
CA-2016-113341,Chairs,West,194.352
CA-2016-157686,Chairs,West,194.848
US-2016-114293,Chairs,West,195.136
US-2014-164406,Chairs,West,195.136
CA-2016-149314,Chairs,West,195.184
CA-2016-124793,Chairs,West,196.784
CA-2015-146038,Chairs,West,203.92
CA-2017-156776,Chairs,West,207.184
CA-2017-158246,Chairs,West,215.976
CA-2016-106278,Chairs,West,215.976
CA-2017-111388,Chairs,West,215.976
CA-2016-114972,Chairs,West,217.584
US-2017-116652,Chairs,West,218.352
CA-2017-128965,Chairs,West,218.352
US-2017-110604,Chairs,West,220.96
CA-2014-158029,Chairs,West,225.296
CA-2017-145429,Chairs,West,225.296
CA-2015-126725,Chairs,West,225.568
CA-2014-147298,Chairs,West,230.28
CA-2017-161956,Chairs,West,230.28
US-2014-106334,Chairs,West,230.28
US-2016-168095,Chairs,West,230.28
CA-2014-111451,Chairs,West,230.352
CA-2015-123141,Chairs,West,230.352
CA-2014-125150,Chairs,West,232.88
CA-2015-132486,Chairs,West,240.784
CA-2017-137624,Chairs,West,241.424
CA-2016-126158,Chairs,West,241.568
CA-2014-136399,Chairs,West,241.568
CA-2016-161746,Chairs,West,242.136
CA-2014-138681,Chairs,West,242.352
CA-2017-137498,Chairs,West,243.92
CA-2014-103310,Chairs,West,256.784
CA-2014-123295,Chairs,West,259.136
CA-2015-127754,Chairs,West,266.352
CA-2014-113768,Chairs,West,279.456
US-2017-120418,Chairs,West,280.792
CA-2015-101910,Chairs,West,283.92
US-2017-110996,Chairs,West,283.92
CA-2016-135265,Chairs,West,287.968
CA-2017-104850,Chairs,West,291.136
CA-2015-133445,Chairs,West,291.168
US-2014-167738,Chairs,West,292.272
CA-2017-142636,Chairs,West,307.136
CA-2015-149083,Chairs,West,307.136
US-2016-159856,Chairs,West,307.92
US-2017-142573,Chairs,West,311.976
CA-2014-148040,Chairs,West,314.352
CA-2016-154739,Chairs,West,321.568
CA-2017-152142,Chairs,West,321.568
CA-2015-164882,Chairs,West,323.136
US-2014-112991,Chairs,West,338.352
CA-2014-118962,Chairs,West,340.144
CA-2017-101322,Chairs,West,340.704
CA-2015-154620,Chairs,West,348.928
CA-2015-132388,Chairs,West,362.136
CA-2017-128370,Chairs,West,362.352
US-2017-167318,Chairs,West,362.352
CA-2016-165330,Chairs,West,363.92
US-2014-157385,Chairs,West,381.44
CA-2016-148796,Chairs,West,383.8
CA-2016-139549,Chairs,West,387.136
CA-2017-121489,Chairs,West,388.704
CA-2017-118885,Chairs,West,393.568
CA-2016-143609,Chairs,West,403.92
CA-2014-157924,Chairs,West,433.568
US-2016-166660,Chairs,West,435.168
CA-2017-131807,Chairs,West,435.168
CA-2017-135076,Chairs,West,436.704
CA-2014-104563,Chairs,West,436.704
CA-2015-143364,Chairs,West,441.92
CA-2017-107174,Chairs,West,449.568
CA-2017-156951,Chairs,West,451.152
CA-2016-116722,Chairs,West,451.152
CA-2015-149650,Chairs,West,454.272
CA-2014-104269,Chairs,West,457.568
CA-2016-142902,Chairs,West,466.768
CA-2017-167094,Chairs,West,478.48
CA-2014-147543,Chairs,West,478.48
CA-2014-104563,Chairs,West,481.568
CA-2016-107146,Chairs,West,483.136
US-2016-125402,Chairs,West,483.136
CA-2016-148852,Chairs,West,484.704
CA-2017-166695,Chairs,West,518.272
CA-2017-119494,Chairs,West,523.392
CA-2016-150350,Chairs,West,532.704
CA-2015-144267,Chairs,West,544.008
CA-2016-114727,Chairs,West,544.008
CA-2015-148635,Chairs,West,561.568
CA-2016-100944,Chairs,West,563.24
CA-2016-118332,Chairs,West,563.92
CA-2017-154074,Chairs,West,569.568
CA-2015-124058,Chairs,West,572.16
CA-2014-154893,Chairs,West,572.16
CA-2017-130141,Chairs,West,579.136
CA-2015-130848,Chairs,West,582.336
US-2014-141257,Chairs,West,585.552
CA-2014-132451,Chairs,West,585.552
CA-2017-121853,Chairs,West,594.816
CA-2015-149972,Chairs,West,601.536
CA-2014-163419,Chairs,West,603.92
US-2014-157385,Chairs,West,603.92
US-2014-133130,Chairs,West,603.92
CA-2014-135608,Chairs,West,603.92
CA-2017-142622,Chairs,West,614.272
CA-2016-142398,Chairs,West,638.288
CA-2016-163328,Chairs,West,650.352
CA-2016-112109,Chairs,West,662.88
CA-2014-126760,Chairs,West,674.352
CA-2017-113530,Chairs,West,681.408
CA-2016-105081,Chairs,West,698.352
CA-2015-113404,Chairs,West,700.152
CA-2014-117464,Chairs,West,717.72
US-2015-129007,Chairs,West,717.72
CA-2015-100146,Chairs,West,722.352
US-2014-144078,Chairs,West,725.344
CA-2016-127138,Chairs,West,770.352
US-2016-105578,Chairs,West,801.568
CA-2014-116932,Chairs,West,801.568
CA-2016-133935,Chairs,West,801.568
CA-2015-132486,Chairs,West,842.352
CA-2017-128734,Chairs,West,842.376
CA-2016-114727,Chairs,West,854.352
CA-2015-135538,Chairs,West,883.84
CA-2015-123141,Chairs,West,883.84
CA-2016-133935,Chairs,West,885.528
CA-2017-117212,Chairs,West,892.224
CA-2015-161452,Chairs,West,892.224
US-2017-155425,Chairs,West,899.136
US-2017-112347,Chairs,West,906.68
US-2015-139675,Chairs,West,915.136
CA-2016-101672,Chairs,West,915.136
CA-2016-112669,Chairs,West,933.536
CA-2017-131828,Chairs,West,963.136
CA-2014-107818,Chairs,West,975.92
US-2016-167339,Chairs,West,1013.488
CA-2016-136406,Chairs,West,1121.568
CA-2017-102379,Chairs,West,1159.056
CA-2017-105214,Chairs,West,1212.96
CA-2016-149279,Chairs,West,1325.76
CA-2014-154893,Chairs,West,1325.76
CA-2015-113404,Chairs,West,1348.704
CA-2016-138968,Chairs,West,1352.032
CA-2014-124247,Chairs,West,1403.92
CA-2016-146913,Chairs,West,1403.92
CA-2014-166954,Chairs,West,1487.04
CA-2014-125731,Chairs,West,1487.04
CA-2016-128594,Chairs,West,1603.136
CA-2016-152247,Chairs,West,1603.136
US-2016-163881,Chairs,West,1684.752
CA-2015-137113,Chairs,West,2003.92
CA-2017-149559,Chairs,West,2054.272
CA-2017-122490,Chairs,West,2404.704
CA-2015-111038,Chairs,West,2676.672
CA-2015-164777,Chairs,West,2803.92
US-2017-102288,Appliances,Central,0.444
CA-2017-165099,Appliances,Central,1.392
US-2017-160836,Appliances,Central,1.556
US-2017-155299,Appliances,Central,1.624
US-2017-102288,Appliances,Central,2.264
CA-2016-110898,Appliances,Central,2.334
CA-2014-101147,Appliances,Central,2.394
US-2017-119438,Appliances,Central,2.688
CA-2014-163748,Appliances,Central,3.16
US-2016-131114,Appliances,Central,4.356
CA-2014-169019,Appliances,Central,4.836
CA-2014-129189,Appliances,Central,4.992
CA-2017-147207,Appliances,Central,5.432
CA-2017-111220,Appliances,Central,5.588
CA-2015-114468,Appliances,Central,5.768
CA-2014-122567,Appliances,Central,7.96
CA-2015-130792,Appliances,Central,8.652
CA-2016-166240,Appliances,Central,8.712
US-2017-124926,Appliances,Central,9.324
CA-2016-130393,Appliances,Central,11.648
CA-2017-118773,Appliances,Central,12.992
CA-2017-150525,Appliances,Central,13.11
CA-2017-103765,Appliances,Central,13.762
US-2014-140452,Appliances,Central,14.016
CA-2017-151750,Appliances,Central,15.224
CA-2017-152926,Appliances,Central,15.224
CA-2017-164042,Appliances,Central,18.32
CA-2014-120852,Appliances,Central,19.432
US-2015-155369,Appliances,Central,19.568
CA-2015-109337,Appliances,Central,19.75
CA-2014-169649,Appliances,Central,20.388
US-2015-168914,Appliances,Central,20.768
CA-2017-137449,Appliances,Central,21.392
CA-2017-152926,Appliances,Central,21.984
CA-2017-100356,Appliances,Central,23.992
CA-2017-110905,Appliances,Central,24.18
CA-2015-107083,Appliances,Central,24.588
CA-2014-125514,Appliances,Central,25.96
CA-2016-163398,Appliances,Central,26.406
CA-2017-121216,Appliances,Central,29.312
CA-2015-124107,Appliances,Central,29.403
US-2015-122140,Appliances,Central,32.192
CA-2015-120397,Appliances,Central,32.784
CA-2017-144680,Appliances,Central,33.62
CA-2017-110905,Appliances,Central,33.99
CA-2014-120544,Appliances,Central,34.176
CA-2014-125514,Appliances,Central,36.27
CA-2016-152170,Appliances,Central,37.68
CA-2017-133102,Appliances,Central,38.864
CA-2015-123456,Appliances,Central,48.632
US-2016-144057,Appliances,Central,48.784
US-2016-103646,Appliances,Central,48.792
US-2014-100853,Appliances,Central,52.448
CA-2015-106208,Appliances,Central,53.088
US-2016-146857,Appliances,Central,54.48
CA-2016-111143,Appliances,Central,54.96
CA-2017-115651,Appliances,Central,58.464
US-2016-141264,Appliances,Central,58.924
CA-2016-137330,Appliances,Central,60.34
CA-2015-153108,Appliances,Central,60.69
CA-2017-130351,Appliances,Central,61.44
CA-2016-133340,Appliances,Central,61.929
CA-2016-144540,Appliances,Central,62.79
CA-2016-120824,Appliances,Central,64.384
US-2014-157070,Appliances,Central,65.52
US-2017-116701,Appliances,Central,66.284
CA-2017-150266,Appliances,Central,67.84
US-2015-118983,Appliances,Central,68.81
CA-2015-129217,Appliances,Central,70.97
CA-2015-105613,Appliances,Central,73.164
US-2017-125647,Appliances,Central,73.176
US-2014-130379,Appliances,Central,75.6
CA-2016-149223,Appliances,Central,77.88
CA-2016-122017,Appliances,Central,81.96
CA-2017-167227,Appliances,Central,83.9
US-2017-141677,Appliances,Central,87.168
CA-2017-141733,Appliances,Central,87.444
CA-2017-154809,Appliances,Central,90.64
US-2017-169502,Appliances,Central,91.6
CA-2016-168956,Appliances,Central,92.064
CA-2016-143406,Appliances,Central,93.032
CA-2014-118339,Appliances,Central,93.78
US-2017-152366,Appliances,Central,97.264
CA-2015-111948,Appliances,Central,123.858
US-2017-130953,Appliances,Central,137.62
CA-2015-164007,Appliances,Central,143.128
US-2017-165869,Appliances,Central,155.88
CA-2016-162313,Appliances,Central,167.292
CA-2014-124478,Appliances,Central,167.535
CA-2014-130421,Appliances,Central,176.772
CA-2014-139892,Appliances,Central,177.98
CA-2015-140221,Appliances,Central,180.98
CA-2015-120782,Appliances,Central,186.732
US-2016-140172,Appliances,Central,207.144
CA-2014-142314,Appliances,Central,207.24
CA-2017-126221,Appliances,Central,209.3
CA-2014-120278,Appliances,Central,245.88
CA-2014-167927,Appliances,Central,247.716
CA-2015-124499,Appliances,Central,269.91
CA-2015-153878,Appliances,Central,272.4
CA-2016-133550,Appliances,Central,283.14
US-2017-147221,Appliances,Central,294.62
CA-2017-147039,Appliances,Central,362.94
CA-2016-152730,Appliances,Central,364.74
CA-2016-116526,Appliances,Central,376.74
CA-2016-105732,Appliances,Central,378
CA-2017-122035,Appliances,Central,416.32
CA-2015-140025,Appliances,Central,463.248
CA-2017-121580,Appliances,Central,465.16
US-2014-112949,Appliances,Central,471.9
CA-2016-119025,Appliances,Central,490.32
CA-2015-138009,Appliances,Central,555.21
CA-2017-133004,Appliances,Central,638.73
CA-2015-112452,Appliances,Central,644.076
CA-2017-117401,Appliances,Central,706.86
CA-2015-121783,Appliances,Central,715.64
CA-2017-155376,Appliances,Central,839.43
CA-2015-136805,Appliances,Central,850.5
CA-2016-124352,Appliances,Central,868.59
CA-2017-117324,Appliances,Central,1089.75
CA-2014-131926,Appliances,Central,1503.25
CA-2016-147256,Appliances,Central,1927.59
CA-2017-121559,Appliances,Central,2405.2
CA-2017-125451,Appliances,East,2.22
CA-2015-127453,Appliances,East,3.552
CA-2015-133494,Appliances,East,3.552
US-2015-109015,Appliances,East,8.39
CA-2016-154767,Appliances,East,8.74
CA-2016-130778,Appliances,East,8.74
CA-2016-107783,Appliances,East,9.48
CA-2016-112389,Appliances,East,11.67
CA-2017-157987,Appliances,East,12.98
US-2015-116981,Appliances,East,13.11
CA-2014-151946,Appliances,East,15.56
CA-2014-115133,Appliances,East,16.704
CA-2014-123127,Appliances,East,16.78
US-2017-112928,Appliances,East,17.48
US-2017-123204,Appliances,East,17.48
CA-2015-112130,Appliances,East,18.2
CA-2014-157721,Appliances,East,19.9
CA-2017-127782,Appliances,East,20.136
CA-2017-153871,Appliances,East,22.75
CA-2015-112130,Appliances,East,23.696
CA-2014-115056,Appliances,East,26.136
CA-2016-155166,Appliances,East,26.49
CA-2015-132276,Appliances,East,26.88
CA-2014-125997,Appliances,East,30.98
CA-2017-169474,Appliances,East,32.67
US-2014-114188,Appliances,East,33.28
CA-2016-114405,Appliances,East,33.528
CA-2017-167752,Appliances,East,34.384
CA-2014-139598,Appliances,East,34.656
CA-2016-132409,Appliances,East,34.848
CA-2017-117933,Appliances,East,35.91
CA-2014-127523,Appliances,East,35.91
CA-2016-114307,Appliances,East,37.68
CA-2014-124464,Appliances,East,39.48
CA-2014-144974,Appliances,East,41.376
CA-2017-112333,Appliances,East,41.95
CA-2014-138317,Appliances,East,44.416
CA-2015-161263,Appliances,East,45.216
CA-2016-116603,Appliances,East,45.96
CA-2014-165477,Appliances,East,48.36
CA-2017-155957,Appliances,East,52.272
CA-2016-139941,Appliances,East,52.56
CA-2014-114517,Appliances,East,56.52
CA-2017-155607,Appliances,East,58.73
CA-2014-130624,Appliances,East,59.7
CA-2016-134376,Appliances,East,61.44
US-2015-147242,Appliances,East,61.96
CA-2015-120810,Appliances,East,68.94
US-2016-151260,Appliances,East,73.536
CA-2014-139423,Appliances,East,76.12
US-2015-117492,Appliances,East,77.58
US-2014-117968,Appliances,East,79.47
CA-2014-139598,Appliances,East,81.552
CA-2014-113383,Appliances,East,81.92
CA-2015-127453,Appliances,East,88.832
CA-2017-140676,Appliances,East,90.86
CA-2014-152422,Appliances,East,91.92
CA-2017-138548,Appliances,East,97.84
CA-2015-167010,Appliances,East,98.112
CA-2017-149489,Appliances,East,99.28
CA-2017-132346,Appliances,East,100.94
CA-2014-134215,Appliances,East,101.96
CA-2016-158575,Appliances,East,103.968
CA-2016-124590,Appliances,East,110.096
CA-2015-125934,Appliances,East,111.04
CA-2016-137239,Appliances,East,113.552
CA-2015-129322,Appliances,East,113.92
CA-2014-142587,Appliances,East,121.792
CA-2017-108553,Appliances,East,121.94
CA-2014-131800,Appliances,East,122.94
CA-2016-158547,Appliances,East,123.92
CA-2017-100055,Appliances,East,125.13
CA-2017-156664,Appliances,East,130.112
CA-2015-121608,Appliances,East,137.62
CA-2014-164385,Appliances,East,143.952
CA-2015-103177,Appliances,East,160.32
CA-2017-117422,Appliances,East,161.568
CA-2016-131835,Appliances,East,162.64
CA-2016-102456,Appliances,East,170.88
CA-2017-135069,Appliances,East,195.104
CA-2015-112557,Appliances,East,206.43
CA-2016-131499,Appliances,East,207.48
US-2014-135881,Appliances,East,208.16
CA-2017-155957,Appliances,East,213.136
CA-2014-103429,Appliances,East,235.95
CA-2016-169943,Appliances,East,242.9
CA-2016-115525,Appliances,East,243.88
CA-2014-152443,Appliances,East,245.88
CA-2017-105235,Appliances,East,254.9
CA-2016-154767,Appliances,East,275.24
US-2017-100048,Appliances,East,281.34
CA-2016-113978,Appliances,East,286.256
CA-2017-167395,Appliances,East,286.86
CA-2015-120915,Appliances,East,293.52
CA-2016-145177,Appliances,East,334.88
CA-2016-136133,Appliances,East,355.32
CA-2015-165085,Appliances,East,355.96
CA-2015-101000,Appliances,East,370.14
CA-2016-162187,Appliances,East,387.136
CA-2016-145611,Appliances,East,393.25
US-2016-161683,Appliances,East,394.816
CA-2015-111164,Appliances,East,406.6
CA-2015-143980,Appliances,East,414.96
CA-2017-152695,Appliances,East,426.79
CA-2015-127453,Appliances,East,434.352
CA-2016-140081,Appliances,East,447.696
CA-2016-131744,Appliances,East,453.6
CA-2017-153843,Appliances,East,465.16
CA-2015-164539,Appliances,East,523.25
US-2014-137155,Appliances,East,533.94
US-2017-127292,Appliances,East,542.94
CA-2014-160766,Appliances,East,601.3
CA-2017-139717,Appliances,East,646.272
CA-2016-146934,Appliances,East,662.84
US-2017-120089,Appliances,East,663.936
CA-2016-168543,Appliances,East,706.86
CA-2014-141649,Appliances,East,795.408
CA-2016-131737,Appliances,East,901.95
CA-2016-142594,Appliances,East,901.95
CA-2017-116519,Appliances,East,904.9
CA-2016-158001,Appliances,East,1040.8
CA-2017-115602,Appliances,East,1704.56
CA-2014-141313,Appliances,East,1737.18
CA-2017-167752,Appliances,East,1924.16
CA-2017-168858,Appliances,East,2504.74
CA-2015-123113,Appliances,East,2625.12
CA-2017-140872,Appliances,South,5.2
US-2015-112508,Appliances,South,6.992
CA-2014-145576,Appliances,South,13
CA-2017-101273,Appliances,South,14.336
CA-2017-159464,Appliances,South,17.24
US-2016-156692,Appliances,South,17.34
CA-2017-149853,Appliances,South,17.92
CA-2017-104318,Appliances,South,20.768
CA-2017-134495,Appliances,South,20.808
CA-2016-165316,Appliances,South,23.696
CA-2017-140872,Appliances,South,24.472
CA-2015-165624,Appliances,South,25.86
CA-2017-120894,Appliances,South,28.08
CA-2015-115091,Appliances,South,28.84
US-2014-164763,Appliances,South,32.67
CA-2017-101483,Appliances,South,34.848
CA-2016-130442,Appliances,South,34.944
CA-2017-165687,Appliances,South,35.04
CA-2015-158148,Appliances,South,36.27
CA-2017-169012,Appliances,South,41.91
CA-2016-123533,Appliances,South,42.384
CA-2016-142097,Appliances,South,43.26
CA-2014-134551,Appliances,South,43.512
CA-2017-132185,Appliances,South,43.584
CA-2015-109386,Appliances,South,44.43
US-2017-149510,Appliances,South,45.216
CA-2017-155824,Appliances,South,48.784
CA-2014-121286,Appliances,South,58.24
CA-2017-150910,Appliances,South,59.24
CA-2014-117345,Appliances,South,62.92
CA-2017-156272,Appliances,South,64.384
US-2016-135923,Appliances,South,64.864
US-2017-152898,Appliances,South,67.9
CA-2014-140886,Appliances,South,69.216
CA-2017-121804,Appliances,South,72.8
CA-2017-119284,Appliances,South,76.608
CA-2017-123351,Appliances,South,80.48
CA-2017-128769,Appliances,South,81.568
CA-2016-149783,Appliances,South,87.168
CA-2015-141327,Appliances,South,98.352
CA-2014-114790,Appliances,South,146.76
CA-2014-109043,Appliances,South,152.24
CA-2015-134894,Appliances,South,152.94
CA-2014-164315,Appliances,South,154.9
US-2016-108637,Appliances,South,160.32
CA-2017-129021,Appliances,South,161.376
CA-2015-119480,Appliances,South,163.44
CA-2014-138527,Appliances,South,166.84
US-2017-168116,Appliances,South,167.44
US-2017-128951,Appliances,South,179.94
CA-2017-129462,Appliances,South,180.66
CA-2015-132318,Appliances,South,182.91
CA-2015-117828,Appliances,South,194.32
CA-2016-112697,Appliances,South,194.528
CA-2017-127726,Appliances,South,195.68
CA-2015-138625,Appliances,South,197.72
CA-2016-139381,Appliances,South,203.92
CA-2016-127208,Appliances,South,208.16
CA-2017-123687,Appliances,South,208.44
CA-2014-156244,Appliances,South,211.248
US-2017-167920,Appliances,South,214.9
CA-2017-161046,Appliances,South,262.24
CA-2017-128363,Appliances,South,272.048
CA-2016-106950,Appliances,South,309.456
CA-2017-135587,Appliances,South,320.64
CA-2014-116407,Appliances,South,333.056
CA-2015-118444,Appliances,South,387.136
CA-2017-104864,Appliances,South,389.056
CA-2017-167941,Appliances,South,499.584
CA-2015-165624,Appliances,South,542.94
US-2016-113649,Appliances,South,569.536
CA-2017-155698,Appliances,South,647.84
CA-2016-131968,Appliances,South,671.544
CA-2014-129091,Appliances,South,675.12
CA-2015-154746,Appliances,South,826.11
CA-2016-113292,Appliances,South,871.8
CA-2017-115882,Appliances,South,942.784
CA-2015-120621,Appliances,South,962.08
CA-2017-158561,Appliances,South,1158.12
CA-2017-122693,Appliances,South,1245.86
CA-2016-143805,Appliances,South,2104.55
CA-2014-133690,Appliances,West,2.6
CA-2017-147452,Appliances,West,3.89
CA-2017-117632,Appliances,West,7.77
CA-2015-168634,Appliances,West,7.78
CA-2014-140732,Appliances,West,7.78
CA-2016-129868,Appliances,West,7.9
CA-2017-103380,Appliances,West,8.62
US-2016-123610,Appliances,West,8.67
CA-2017-110842,Appliances,West,10.89
CA-2014-166961,Appliances,West,10.98
CA-2017-168403,Appliances,West,11.176
CA-2014-132913,Appliances,West,13.97
CA-2017-131807,Appliances,West,15.8
CA-2016-123337,Appliances,West,17.48
CA-2016-151512,Appliances,West,18.72
CA-2016-141397,Appliances,West,21.78
CA-2014-142769,Appliances,West,22.66
CA-2014-128524,Appliances,West,22.98
CA-2017-104619,Appliances,West,25.86
CA-2016-103947,Appliances,West,30.144
CA-2015-166800,Appliances,West,31.08
CA-2017-145233,Appliances,West,31.152
CA-2014-120096,Appliances,West,32.432
CA-2016-128412,Appliances,West,35.1
CA-2015-116841,Appliances,West,35.208
CA-2016-145492,Appliances,West,39
CA-2014-141110,Appliances,West,40.54
US-2017-138086,Appliances,West,40.74
CA-2016-150350,Appliances,West,43.1
CA-2017-169327,Appliances,West,43.1
CA-2015-169201,Appliances,West,43.26
CA-2016-109365,Appliances,West,43.32
CA-2015-169201,Appliances,West,43.56
CA-2015-151841,Appliances,West,43.56
CA-2014-159800,Appliances,West,43.68
CA-2014-133704,Appliances,West,43.92
CA-2016-156811,Appliances,West,43.92
CA-2015-164497,Appliances,West,45.28
CA-2016-155978,Appliances,West,45.96
CA-2017-161333,Appliances,West,46.8
CA-2014-128055,Appliances,West,52.98
CA-2017-154116,Appliances,West,54.32
CA-2016-136686,Appliances,West,56.52
CA-2014-168592,Appliances,West,56.65
US-2014-148194,Appliances,West,57.68
CA-2016-110982,Appliances,West,58.24
US-2016-113985,Appliances,West,59.7
CA-2015-124800,Appliances,West,60.672
CA-2016-118913,Appliances,West,60.81
CA-2015-127019,Appliances,West,60.984
CA-2017-141481,Appliances,West,61.44
CA-2015-168760,Appliances,West,61.44
CA-2014-123477,Appliances,West,64.864
US-2017-166688,Appliances,West,64.9
CA-2016-107104,Appliances,West,64.96
CA-2016-128412,Appliances,West,65.34
CA-2016-166226,Appliances,West,67.84
CA-2017-117926,Appliances,West,69.48
CA-2015-121272,Appliances,West,73.28
US-2015-120502,Appliances,West,75.84
CA-2014-131450,Appliances,West,76.12
CA-2017-149944,Appliances,West,76.12
CA-2016-109869,Appliances,West,78.272
CA-2017-109701,Appliances,West,79.47
US-2017-104451,Appliances,West,81.08
CA-2017-117212,Appliances,West,81.92
CA-2014-121762,Appliances,West,81.96
CA-2016-165330,Appliances,West,83.42
US-2017-103828,Appliances,West,83.79
US-2016-127334,Appliances,West,87.168
CA-2015-158701,Appliances,West,87.36
CA-2016-138282,Appliances,West,87.84
CA-2017-122007,Appliances,West,90.86
CA-2017-153787,Appliances,West,97.16
CA-2017-140186,Appliances,West,97.84
CA-2015-109638,Appliances,West,103.92
US-2015-139759,Appliances,West,105.96
CA-2015-148376,Appliances,West,106.96
US-2014-120740,Appliances,West,106.96
US-2017-116652,Appliances,West,108.96
CA-2016-123358,Appliances,West,113.76
CA-2014-115812,Appliances,West,114.9
CA-2017-132521,Appliances,West,119.96
US-2015-110569,Appliances,West,121.792
US-2016-123470,Appliances,West,122.328
CA-2016-158694,Appliances,West,129.92
US-2015-156496,Appliances,West,133.472
CA-2015-148250,Appliances,West,134.48
CA-2017-129294,Appliances,West,140.67
CA-2016-109953,Appliances,West,151.62
US-2014-164406,Appliances,West,152.91
CA-2017-133487,Appliances,West,152.94
CA-2016-127138,Appliances,West,154.9
CA-2016-158834,Appliances,West,157.92
CA-2017-123778,Appliances,West,160.96
US-2017-115609,Appliances,West,168.1
CA-2017-162015,Appliances,West,168.1
US-2017-117534,Appliances,West,176.04
CA-2015-129546,Appliances,West,186.15
CA-2017-102407,Appliances,West,189
US-2017-109253,Appliances,West,203.52
CA-2015-150714,Appliances,West,203.88
US-2017-125717,Appliances,West,209.792
CA-2014-151995,Appliances,West,213.92
US-2017-148054,Appliances,West,227.84
CA-2016-169957,Appliances,West,236.88
CA-2014-140662,Appliances,West,241.44
CA-2016-100300,Appliances,West,241.44
CA-2017-129378,Appliances,West,241.96
CA-2017-119914,Appliances,West,243.16
CA-2014-150203,Appliances,West,250.26
CA-2016-134803,Appliances,West,262.24
CA-2014-166954,Appliances,West,270.72
CA-2017-128041,Appliances,West,314.6
CA-2014-164721,Appliances,West,320.88
CA-2017-161956,Appliances,West,321.92
US-2015-159499,Appliances,West,325.632
CA-2017-121706,Appliances,West,356.79
US-2014-138247,Appliances,West,361.96
CA-2017-140515,Appliances,West,381.36
US-2017-128447,Appliances,West,400.8
CA-2017-144484,Appliances,West,406.6
CA-2016-107328,Appliances,West,487.92
CA-2015-116092,Appliances,West,541.44
CA-2017-158169,Appliances,West,542.94
CA-2016-112585,Appliances,West,715.64
CA-2015-138898,Appliances,West,845.728
CA-2014-126361,Appliances,West,1089.75
CA-2016-114972,Appliances,West,1101.48
CA-2015-103835,Appliances,West,1158.12
CA-2015-155306,Appliances,West,1447.65
CA-2017-156776,Appliances,West,1473.1
CA-2015-160171,Appliances,West,1640.7
CA-2017-107517,Appliances,West,1640.7
CA-2017-123491,Appliances,West,1702.12
CA-2017-166093,Appliances,West,2518.29
CA-2016-163153,Art,Central,1.344
CA-2015-163055,Art,Central,2.2
CA-2017-135111,Art,Central,2.48
US-2014-159618,Art,Central,2.672
CA-2014-100678,Art,Central,2.688
CA-2017-109778,Art,Central,2.912
US-2016-124163,Art,Central,3.04
CA-2015-153717,Art,Central,3.28
CA-2015-125710,Art,Central,3.44
US-2014-112949,Art,Central,3.52
CA-2016-163636,Art,Central,3.536
CA-2015-110324,Art,Central,3.64
CA-2015-121650,Art,Central,3.9
CA-2014-121006,Art,Central,3.9
CA-2016-169971,Art,Central,3.912
CA-2014-158442,Art,Central,4.448
CA-2016-112256,Art,Central,4.448
CA-2014-123064,Art,Central,5.248
CA-2017-140298,Art,Central,5.248
CA-2017-131632,Art,Central,5.248
CA-2016-152331,Art,Central,5.304
CA-2015-107083,Art,Central,5.344
CA-2016-113390,Art,Central,5.344
CA-2016-152730,Art,Central,5.56
US-2015-130491,Art,Central,5.76
CA-2017-155047,Art,Central,5.952
US-2014-157406,Art,Central,6.24
CA-2016-119963,Art,Central,6.368
CA-2017-140242,Art,Central,6.408
CA-2017-150525,Art,Central,6.56
CA-2017-152275,Art,Central,6.672
CA-2017-140326,Art,Central,6.912
CA-2015-126557,Art,Central,6.912
CA-2017-110373,Art,Central,7.056
CA-2017-127264,Art,Central,7.056
CA-2015-141243,Art,Central,7.056
CA-2017-131282,Art,Central,7.12
CA-2016-157749,Art,Central,7.408
CA-2017-152499,Art,Central,7.872
US-2015-163433,Art,Central,7.872
CA-2015-112522,Art,Central,8.016
CA-2017-133102,Art,Central,8.016
CA-2017-158106,Art,Central,8.64
CA-2016-114601,Art,Central,8.64
US-2017-107384,Art,Central,8.8
CA-2017-115651,Art,Central,8.84
CA-2017-131016,Art,Central,8.928
CA-2017-139311,Art,Central,9.184
CA-2016-128923,Art,Central,9.328
CA-2014-135405,Art,Central,9.344
CA-2017-121790,Art,Central,9.344
CA-2014-130960,Art,Central,9.84
CA-2017-105669,Art,Central,9.912
CA-2014-139892,Art,Central,9.936
CA-2015-105970,Art,Central,10.16
CA-2017-152485,Art,Central,10.192
CA-2017-136063,Art,Central,10.192
US-2017-105389,Art,Central,10.272
CA-2015-109337,Art,Central,10.92
CA-2016-120824,Art,Central,11.264
CA-2016-167290,Art,Central,11.68
US-2017-169320,Art,Central,11.68
CA-2016-116526,Art,Central,11.96
CA-2017-104108,Art,Central,12.16
CA-2016-140130,Art,Central,12.39
CA-2017-151750,Art,Central,12.736
